School_code,Attendance,Enrollment,New_student,Withdrawals,African_American,White,Asian,Latino,Other,Pacific_Islander,Low_income_family,SCHOOL_NAME_1,SCHOOL_NAME_2,ADDRESS,SCHOOL_ZIP,ZIP_PLUS_4,CITY,STATE_CD,PHONE_NUMBER,SCH_START_GRADE,SCH_TERM_GRADE,HPADDR,SCHOOL_LEVEL_NAME,Drugs,Morals,Assaults,Weapons,Thefts,Total_suspensions,One_suspension,Two_suspensions,Three_suspensions,Three_plus_suspensions,Teacher_attendance,Special_education,Gifted_education,English_second_language,Average_salary
4220,92.9,292.4,50.4,36.8,96.68,0.2,0,1.5,1.62,0,92.84,BLAINE ACADEMICS PLUS SCHOOL,"BLAINE, JAMES G. SCHOOL",3001 W. BERKS ST.,19121,NA,PHILADELPHIA,PA,2156845085,0,8,www.philasd.org/schools/blaine,ELEMENTARY SCHOOL,0,0,5.75,0.5,0,46.25,28.75,9.5,4.75,3.25,92.475,18.8,0.74,0.2,62853.61905
4240,93.36,634.6,86.2,60.4,92.14,1.64,1.14,1.98,3.06,0,82.32,LEWIS C CASSIDY ACADEMICS PLUS,"CASSIDY,LEWIS C ACADEMICS PLUS",6523 LANSDOWNE AVE.,19151,NA,PHILADELPHIA,PA,2155815506,0,6,www.philasd.org/schools/cassidy,ELEMENTARY SCHOOL,0.5,0.25,4.25,1.75,0.25,84.25,54.25,14.5,6.75,8.75,93.625,7.48,0.06,3.12,71022.59259
4270,94.32,292.4,48.2,28,96.82,0.2,0,0.86,2.1,0,94.96,WILLIAM DICK SCHOOL,"DICK, WILLIAM SCHOOL",2498 W. DIAMOND ST.,19121,NA,PHILADELPHIA,PA,2156845081,0,8,,ELEMENTARY SCHOOL,0,0,2.5,2,0,37.75,25,6,5.25,1.5,97.475,21.4,0,0,65889.96296
4280,93.9,356.4,47,25.4,92.86,1.7,0.16,1.26,4.02,0,79.26,SAMUEL GOMPERS SCHOOL,"GOMPERS, SAMUEL SCHOOL",5701 WYNNEFIELD AVE.,19131,NA,PHILADELPHIA,PA,2155815503,0,6,www.philasd.org/schools/gompers,ELEMENTARY SCHOOL,0.5,1,11.25,1.25,1,45,27.75,10,4.25,3,95.75,13.46,0.34,0.7,68767.15
4300,92.26,447.6,68.8,54,96.56,0.64,0.04,0.96,1.82,0,91.42,HESTON ACADEMICS PLUS SCHOOL,"HESTON, EDWARD SCHOOL",1621 N. 54TH ST.,19131,NA,PHILADELPHIA,PA,2155815514,0,8,,ELEMENTARY SCHOOL,0,1,12,2.25,0.25,116.5,68.25,20,13,15.25,92.925,11.66,0.38,0.08,66644.2963
4320,96.08,574.2,61.4,48.2,92.72,0.56,0.98,3.28,2.5,0,68.08,ROBERT E LAMBERTON ELEMENTARY,"LAMBERTON,ROBERT E ELEMENTARY",7501 WOODBINE AVE.,19151,NA,PHILADELPHIA,PA,2155815650,0,8,www.philasd.org/schools/lamberton,ELEMENTARY SCHOOL,0,1,16,1,1.5,75.5,48.25,18.5,5.5,3.25,94.875,10.48,0.22,3.22,69430.04
4370,95.08,268.4,34.8,18,96.16,1,0.08,0.16,2.6,0,85.74,OVERBROOK ELEMENTARY SCHOOL,OVERBROOK ELEMENTARY SCHOOL,2032 N. 62ND ST.,19151,NA,PHILADELPHIA,PA,2155815691,0,5,www.philasd.org/schools/overbrook,ELEMENTARY SCHOOL,0.5,0,0.5,0,0,14.75,12.25,2,0.25,0.25,95.025,6.72,0.28,0.24,67965.76923
4380,93.52,393,67.2,36.8,96.94,0.56,0,1.44,1.06,0,92.36,THOMAS M. PEIRCE SCHOOL,"PEIRCE, THOMAS M. SCHOOL",2300 W. CAMBRIA ST.,19132,NA,PHILADELPHIA,PA,2152274411,0,6,,ELEMENTARY SCHOOL,0.25,0.5,2,1,0,45.75,26.75,10,4.75,4.25,95.325,13.2,0.16,0.1,66376.85
4440,91.96,410.6,66.2,44.8,95.42,0.94,0,2.46,1.22,0,92.3,DR. ETHEL ALLEN SCHOOL,"ALLEN, DR. ETHEL SCHOOL",3200 W. LEHIGH AVE.,19132,NA,PHILADELPHIA,PA,2152274404,0,8,www.philasd.org/schools/ethelallen,ELEMENTARY SCHOOL,0.25,1,7.5,1.75,0.5,76.5,40.75,16.25,7.75,11.75,94.025,11.98,0.44,0.28,62437.64706
4460,93.44,341.8,36.4,26,95.8,1.08,0,1.64,1.48,0,93.84,TANNER DUCKREY SCHOOL,"DUCKREY, TANNER SCHOOL",1501 W. DIAMOND ST.,19121,NA,PHILADELPHIA,PA,2156845066,0,8,,ELEMENTARY SCHOOL,0.25,1.25,9,2.25,0.75,71,40.25,14.75,6.75,9.25,95.275,12.16,0.32,0.26,61881.84848
4470,93.08,390,63.8,41.4,94.74,0.36,0,1.86,3.06,0,90.34,RICHARD WRIGHT SCHOOL,"WRIGHT, RICHARD R. SCHOOL",2700 W. DAUPHIN ST.,19132,NA,PHILADELPHIA,PA,2156845076,0,6,,ELEMENTARY SCHOOL,0,0,4.75,1,0,41.75,29,9.25,2.5,1,94.95,19.32,0.54,0.4,66323.95652
4480,96.2,268,6.6,3.6,85.76,2.76,0.52,6.78,4.2,0,60.7,OVERBROOK EDUCATIONAL CENTER,OVERBROOK EDUCATIONAL CENTER,6722 LANSDOWNE AVE.,19151,NA,PHILADELPHIA,PA,2155815890,0,8,www.philasd.org/schools/oec,ELEMENTARY SCHOOL,0,0.25,2.5,0.25,0.5,18.75,14.75,2.75,0.75,0.5,94.1,27.22,6,4.12,66015.75
4530,93.98,346.6,37.4,29.8,97.4,0.36,0,1.54,0.64,0,92.42,EDWARD GIDEON SCHOOL,"GIDEON, EDWARD SCHOOL",2817 W. GLENWOOD AVE.,19121,NA,PHILADELPHIA,PA,2156845072,0,8,,ELEMENTARY SCHOOL,0.25,0.25,3.25,0.75,0,56,37.25,10,4.25,4.5,95.875,9.98,1.58,0,63897.95455
4560,92.56,308,58.2,43.6,94.98,0.44,0,2.66,1.88,0,92.14,WILLIAM D. KELLEY SCHOOL,"KELLEY, WILLIAM D. SCHOOL",1601 N. 28TH ST.,19121,NA,PHILADELPHIA,PA,2156845071,0,8,www.philasd.org/schools/kelley,ELEMENTARY SCHOOL,0,0,4.25,0.25,0.75,90.25,44.25,19,12.25,14.75,92.25,14.46,1.74,0.38,63635.45833
4570,92.14,371,48.8,39.4,95.9,0.6,0.16,1.5,1.82,0,93.92,GEN. GEORGE G. MEADE SCHOOL,"MEADE, GEN. GEORGE G. SCHOOL",1600 N. 18TH ST.,19121,NA,PHILADELPHIA,PA,2156845062,0,8,,ELEMENTARY SCHOOL,0,0.25,9,0.5,0.25,31.5,17.5,7.25,2.75,4,94.475,10.44,0.98,0.62,69543.43478
5020,77.94,1681.2,211.4,322.8,16.26,1.42,0.56,81.24,0.56,0,90.52,THOMAS EDISON HIGH SCHOOL,"EDISON, THOMAS A. HIGH SCHOOL",151 W. LUZERNE ST.,19140,NA,PHILADELPHIA,PA,2153249599,9,12,philasd.org/schools/edison,HIGH SCHOOL,12.25,3,61.5,14,9.25,468,277.25,100.75,46,44,93.375,20.88,0.82,23.64,71253.66667
5050,94.74,246.2,0.2,10.8,61.82,4.46,1.24,31.42,0.96,0,83.72,PHILA MILITARY ACAD @ ELVERSON,PHILA MILITARY ACAD @ ELVERSON,2118 N. 13TH ST.,19122,NA,PHILADELPHIA,PA,2156845091,9,12,,HIGH SCHOOL,0.25,0.25,3.5,0.5,0,45.25,35.25,6.5,2.75,0.75,95.725,7.18,5.06,3.52,62805.84615
5060,90.36,903.6,5.6,54.2,56.26,4.06,1.7,36.94,1.02,0,87.24,JULES MASTBAUM HIGH SCHOOL,"MASTBAUM, JULES E. HIGH SCHOOL",3116 FRANKFORD AVE.,19134,NA,PHILADELPHIA,PA,2152914703,9,12,www.philasd.org/schools/mastbaum,CAREER AND TECHNICAL HIGH SCHL,2.25,1,10.25,3,2.75,182.75,122.75,38.5,14,7.5,94.45,14.24,2.06,7.6,72352.44444
5070,93.48,280.2,3.6,6.2,96.96,0.5,0,1.72,0.82,0,65.54,PARKWAY-NORTHWEST HIGH SCHOOL,PARKWAY-NORTHWEST HIGH SCHOOL,7500 GERMANTOWN AVE.,19119,NA,PHILADELPHIA,PA,2152486220,9,12,www.philasd.org/schools/parkwaynw/,HIGH SCHOOL,1.5,0.25,3.5,0.25,2,42.5,33.5,5.75,2.75,0.5,92.7,9.14,6.22,0.14,62771.92308
5080,93,389.8,4.2,13.4,80.28,3.66,7.38,7.44,1.18,0,75.24,PARKWAY CENTER CITY HIGH SCHL,PARKWAY CENTER CITY HIGH SCHL,540 N. 13TH ST.,19123,NA,PHILADELPHIA,PA,2153517095,9,12,www.philasd.org/schools/parkwaycc,HIGH SCHOOL,0.25,0,2.5,0.5,0.5,56.25,40.25,9.75,3,3.25,96.375,5.54,4.04,1.96,65352.54167
5090,91.56,289.2,5,10,97.62,1,0.5,0.58,0.28,0,74.2,PARKWAY WEST HIGH SCHOOL,PARKWAY WEST HIGH SCHOOL,4725 FAIRMOUNT AVE.,19139,NA,PHILADELPHIA,PA,2155815510,9,12,www.philasd.org/schools/parkwaywest,HIGH SCHOOL,0.75,0,2.5,0.25,0.75,49,39.25,6,2.5,1.25,95.9,9.12,2.82,0.5,65764
5150,94.9,543.4,1.6,11,54.56,12.7,12,19.5,1.28,0,68.1,WILLIAM W. BODINE H.S.,"BODINE, WILLIAM W. H.S.",1101 N. 4TH ST.,19123,NA,PHILADELPHIA,PA,2153517332,9,12,www.philasd.org/schools/bodine,HIGH SCHOOL,0,0,3,0.25,0,26.75,19.25,4.5,2,1,95.85,4.78,12.26,1.74,71409.38095
5170,93.54,615,75.6,62,5.32,1.4,0.24,92.04,0.96,0,93.62,JULIA DE BURGOS ELEMENTARY,"DEBURGOS, J. ELEMENTARY",401 W. LEHIGH AVE.,19133,NA,PHILADELPHIA,PA,2152914065,0,8,,ELEMENTARY SCHOOL,0.5,1,10,2,0,79.25,52,15,6.5,5.75,95.225,18.22,0.64,27.44,67962.31579
5200,94.54,418.2,29.8,20.4,6.72,81.48,1.68,6.08,4.06,0,84.46,ALEXANDER ADAIRE SCHOOL,"ADAIRE, ALEXANDER SCHOOL",1300 E. PALMER ST.,19125,NA,PHILADELPHIA,PA,2152914712,0,8,,ELEMENTARY SCHOOL,0.25,0.25,11.5,1,1.25,12.5,10.25,1.5,0,0.75,96.875,13.64,0.66,1.66,64390.19048
5210,93.94,491,65.2,44.4,16.26,13.6,20.94,44.72,4.5,0,93.6,H.A. BROWN ACADEMICS PLUS SCH,"BROWN, HENRY A. SCHOOL",1946 E. SERGEANT ST.,19125,NA,PHILADELPHIA,PA,2152914717,0,8,www.philasd.org/schools/habrown,ELEMENTARY SCHOOL,0.25,0,3.75,0.75,0.5,41.5,22.75,7.25,5,6.5,94.975,13.84,1.22,16.6,71388.1875
5230,94.84,773.8,10.6,23.2,42.32,12.26,4.22,38.94,2.28,0,83.88,RUSSELL H. CONWELL MIDDLE SCH.,"CONWELL, RUSSELL MIDDLE SCHOOL",1849 E. CLEARFIELD AVE.,19134,NA,PHILADELPHIA,PA,2152914722,5,8,www.philasd.org/schools/conwell,MIDDLE SCHOOL,0.75,0.5,7.25,2,0.5,36.5,23.75,8,3,1.75,95.125,2.54,11.12,2.28,69754.04167
5250,92.7,193.4,24,16,93.92,0.08,0.22,2.58,3.2,0,92.02,DUNBAR ACADEMICS PLUS SCHOOL,"DUNBAR, PAUL L. SCHOOL",1750 N. 12TH ST.,19122,NA,PHILADELPHIA,PA,2156845065,0,8,www.philasd.org/schools/dunbar,ELEMENTARY SCHOOL,0.25,0.5,7.75,1,0.25,30.25,21,7,1.75,0.5,94.975,19.32,0.4,0.52,63624.5
5260,92.12,826.6,140.6,99.2,20.58,2.64,0.62,72.32,3.82,0,94.46,LEWIS ELKIN SCHOOL,"ELKIN, LEWIS SCHOOL",3199 D ST.,19134,NA,PHILADELPHIA,PA,2152914701,0,4,www.philasd.org/schools/elkin,ELEMENTARY SCHOOL,0.5,0.5,6,3.5,1.25,104.75,58.5,22,11,13.25,93.5,9.28,0.06,22.24,67363.71154
5300,92.9,421.6,41.2,32.2,8.96,66.14,1.36,17.5,6.02,0,90.94,HACKETT SCHOOL,"HACKETT, HORATIO B. SCHOOL",2161 E. YORK ST.,19125,NA,PHILADELPHIA,PA,2152914706,0,6,www.philasd.org/schools/hackett,ELEMENTARY SCHOOL,0.75,0.25,3.25,2.25,1,23,16.25,3.75,2,1,94.125,18.4,1.9,1.74,65812.33333
5320,95.24,415.6,81.4,61.6,72.6,0.48,0.04,25.32,1.48,0,94.96,JOHN F. HARTRANFT SCHOOL,"HARTRANFT, JOHN F. SCHOOL",720 W. CUMBERLAND ST.,19133,NA,PHILADELPHIA,PA,2156845088,0,8,,ELEMENTARY SCHOOL,0.75,0,5.75,0.75,1,49.75,33.75,9.75,3.25,3,94.45,15.92,1.04,7.46,61192.96875
5330,93.28,506.2,57.6,31.2,11.66,1.74,0.24,82.56,3.8,0,93.16,WILLIAM H. HUNTER SCHOOL,"HUNTER, WILLIAM H. SCHOOL",2400 N. FRONT ST.,19133,NA,PHILADELPHIA,PA,2152914710,0,8,www.philasd.org/schools/hunter,ELEMENTARY SCHOOL,0,0.75,5.75,2.25,0,50.5,33,7.5,5,5,93.525,19.3,0.72,14,63451.39286
5340,93.96,297.4,51.4,41.4,67.26,0.4,1.04,26.2,5,0,92.54,JAMES R. LUDLOW SCHOOL,"LUDLOW, JAMES R. SCHOOL",550 W. MASTER ST.,19122,NA,PHILADELPHIA,PA,2156845060,0,8,,ELEMENTARY SCHOOL,0.25,0.25,5.5,1,0.25,40.5,22.25,10,4.5,3.75,96.55,26.62,0,6.86,64617.76471
5350,93.8,302.4,29.8,25,25.54,1.52,1.14,67.28,4.42,0,92.58,WILLIAM MCKINLEY SCHOOL,"MCKINLEY, WILLIAM SCHOOL",2101 N. ORKNEY ST.,19122,NA,PHILADELPHIA,PA,2152914702,0,8,,ELEMENTARY SCHOOL,0.25,0.5,9.25,1,0.25,36,22.25,8.5,3.75,1.5,95.05,21.26,0.46,12.1,67795.53846
5370,95.34,435.8,49.2,31,16.14,12.34,0.48,55.84,15.12,0,89.64,JOHN MOFFET SCHOOL,"MOFFET, JOHN SCHOOL",127 W. OXFORD ST.,19122,NA,PHILADELPHIA,PA,2152914721,0,5,www.philasd.org/schools/moffet,ELEMENTARY SCHOOL,0,0.5,8.5,1.75,0.25,32.25,19,9.25,2.75,1.25,96.475,9.7,2.7,9.8,66882.90476
5390,91.38,433.6,56.4,50,20.02,1.14,0.34,76.7,1.7,0,94.12,POTTER THOMAS SCHOOL,POTTER-THOMAS SCHOOL,3001 N. 6TH ST.,19133,NA,PHILADELPHIA,PA,2152274423,0,8,www.philasd.org/schools/potterthomas,ELEMENTARY SCHOOL,0.25,0.25,4.75,1.25,0,56.25,38.5,11.25,4.75,1.75,95.55,15.52,0.04,22.96,59200.775
5400,92.96,679.6,78.8,59,15.2,51.9,0.66,24.66,7.6,0,88.82,RICHMOND ACADEMICS PLUS SCHOOL,RICHMOND SCHOOL,2944 BELGRADE ST.,19134,NA,PHILADELPHIA,PA,2152914718,0,5,,ELEMENTARY SCHOOL,0.5,0.25,10.25,1.75,0.25,34,22.5,5.75,2.75,3,95.125,10.8,0.24,6.54,76480.625
5410,93.28,276,54.2,34,7.26,2.52,0.32,88.24,1.66,0,94.3,ISAAC A. SHEPPARD SCHOOL,"SHEPPARD, ISAAC A. SCHOOL",120 W. CAMBRIA ST.,19133,NA,PHILADELPHIA,PA,2152914711,0,4,,ELEMENTARY SCHOOL,0,0,1,0,0,43.5,19,8.25,6.25,10,94.125,10.06,0.46,34.98,72784.375
5420,94.38,601,64.6,40,24.3,0.72,0.32,72.6,2.1,0,92.36,JOHN WELSH SCHOOL,"WELSH, JOHN SCHOOL",2331 N. 4TH ST.,19133,NA,PHILADELPHIA,PA,2152914708,0,8,www.philasd.org/schools/welsh,ELEMENTARY SCHOOL,0.25,0,4.75,1,0.25,32.5,18.75,5.5,4,4.25,97.55,12.32,0.96,10.68,66208.57143
5430,93.5,400.6,7.4,9.6,20.68,48.38,3.02,24.74,3.22,0,81.62,AMY 5 AT JAMES MARTIN,AMY 5 AT JAMES MARTIN,3380 RICHMOND ST.,19134,NA,PHILADELPHIA,PA,2152914172,6,8,www.philasd.org/schools/martin,MIDDLE SCHOOL,0.25,0,7,0.75,0.75,45.75,28.75,8.75,3.75,4.5,95.4,7.52,8.7,0.76,71739.26316
5440,92.98,765.2,151.8,86.8,36.52,7.46,0.82,53.22,2,0,93.98,FRANCES E. WILLARD SCHOOL,"WILLARD, FRANCES E. SCHOOL",1930 E. ELKHART ST.,19134,NA,PHILADELPHIA,PA,2152914714,0,4,www.philasd.org/schools/willard,ELEMENTARY SCHOOL,0,0.25,3,1.75,0.5,44.25,34.5,6.75,1.75,1.25,94.975,10.12,0,11.96,73311.4878
5470,93.66,663.4,94.6,61.6,14.52,2.1,0.04,81.16,2.12,0.02,93.98,CRAMP SCHOOL,"CRAMP, WILLIAM SCHOOL",3449 N. MASCHER ST.,19140,NA,PHILADELPHIA,PA,2152914704,0,6,,ELEMENTARY SCHOOL,0,0,5.25,1.75,1,40,29.25,7.25,2,1.5,94.05,9.76,0.06,20.5,71645.06452
5480,95.42,430,43,28,86.16,5.8,0.46,4.66,2.92,0,87.5,GEN. PHILIP KEARNY SCHOOL,"KEARNY, GEN. PHILIP SCHOOL",601 FAIRMOUNT AVE.,19123,NA,PHILADELPHIA,PA,2153517343,0,8,,ELEMENTARY SCHOOL,0,0,2.25,0.25,0.25,9.5,7.75,0.75,0.5,0.5,94.525,14.72,4.6,0.38,72813.3913
5490,92.3,424,71.8,58,33.78,1.46,1.1,60.94,2.6,0,93.06,CAYUGA SCHOOL,CAYUGA SCHOOL,4344-4358 N. 5TH ST.,19140,NA,PHILADELPHIA,PA,2154563167,0,5,www.philasd.org/schools/cayuga,ELEMENTARY SCHOOL,0.5,0.25,16,1.5,0.75,50.25,32.5,9.5,5,3.25,93.45,11.98,0.38,16.12,67270.83333
5500,95.08,691.6,93.4,48,62.72,1.16,7,25.14,4.02,0,88.06,THURGOOD MARSHALL SCHOOL,"MARSHALL, THURGOOD SCHOOL",5120 N. 6TH ST.,19120,NA,PHILADELPHIA,PA,2154560170,0,8,www.philasd.org/schools/tmarshall,ELEMENTARY SCHOOL,0.5,0.5,9.75,2.25,0,97.75,54.75,23.75,7.25,12,93.225,20.6,0.6,8.14,73449.16216
5510,78.4,478.4,96.2,132.4,29.5,11.62,1.48,57.12,0.3,0,89.94,"KENSINGTON BUSINESS, FINANCE","KENSINGTON BUSINESS, FINANCE",2501 CORAL ST.,19125,NA,PHILADELPHIA,PA,2152915168,9,12,,HIGH SCHOOL,3.5,0,20.25,5,1,108.5,75.25,17.75,8.5,7,94.65,29,0.64,12.24,70234.2
5520,83.28,490,187,117.6,30.84,9.46,0.96,58.48,0.28,0,89.98,KENSINGTON CAPA,KENSINGTON CAPA,1901 N. FRONT ST.,19121,NA,PHILADELPHIA,PA,2152915010,9,12,,HIGH SCHOOL,2.75,0.25,12.5,4.5,2.25,59,47.25,7.25,2.5,2,94.075,21.8,0.68,14.3,62952.45833
5530,91.76,804.8,138,116.6,30.6,2.48,2.18,59.26,5.44,0,94.26,PHILIP H. SHERIDAN SCHOOL,"SHERIDAN, PHILIP H. SCHOOL",800 E. ONTARIO ST.,19134,NA,PHILADELPHIA,PA,2152914724,0,4,www.philasd.org/schools/sheridan,ELEMENTARY SCHOOL,0.25,0.5,9.5,3,0.25,83,57.25,17.25,5.5,3,91.925,8.18,0,13.82,62998.825
5550,80.3,478,67.6,115.8,29.82,10.38,2.78,56.52,0.5,0,90.74,KENSINGTON HEALTH SCIENCES,KENSINGTON HEALTH SCIENCES,2463 EMERALD ST.,19125,NA,PHILADELPHIA,PA,2152915185,9,12,www.philasd.org/schools/kensington-health-sciences,HIGH SCHOOL,3.5,0.25,6.75,2,0.25,120.5,75,28,10,7.5,94.45,25.42,0.8,12.3,65362.47368
5560,94.24,298,38.4,34.6,91.9,0.98,0.9,5.18,0.96,0,91,SPRING GARDEN SCHOOL,SPRING GARDEN SCHOOL,1146 MELON ST.,19123,NA,PHILADELPHIA,PA,2156845070,0,8,,ELEMENTARY SCHOOL,0,0.25,2.5,0.25,0,25.5,19,3.5,1.5,1.5,95.825,11.62,2.7,1.46,69060.25
5590,93.32,925.8,140.4,113.4,33.28,11.44,0.16,50.92,4.06,0,94.3,JOHN H. WEBSTER SCHOOL,"WEBSTER, JOHN H. SCHOOL",3400 FRANKFORD AVE.,19134,NA,PHILADELPHIA,PA,2155372525,0,5,www.philasd.org/schools/webster,ELEMENTARY SCHOOL,0.25,0.5,7.75,2.75,0.25,58.75,38.5,10.75,4.5,5,94.475,13.64,0,6.98,68110.88636
5600,88.16666667,158.3333333,14.33333333,25,34.45,9.45,1.25,54.35,0.45,0,93.5,KENSINGTON URBAN EDUCATION,KENSINGTON URBAN EDUCATION,2051 E. CUMBERLAND ST.,19125,NA,PHILADELPHIA,PA,2152915420,9,11,,HIGH SCHOOL,1,0,2,0,0.5,0,0,0,0,0,94.4,18.76666667,0.833333333,11.26666667,65621.06667
5680,93.24,724.4,92.8,66.4,10.2,1.18,0.06,87.44,1.16,0,93.72,HON. LUIS MUNOZ-MARIN SCHOOL,"MUNOZ-MARIN, HON LUIS SCHOOL",3300 N. 3RD ST.,19140,NA,PHILADELPHIA,PA,2152918825,0,8,www.philasd.org/schools/marin,ELEMENTARY SCHOOL,0.75,0.75,13.25,3.75,1.75,93.25,54.75,21.5,7.75,9.25,94.25,19.94,0.1,21.24,66960.41463
6010,96.04,2331.4,3.6,33.4,31.74,28.12,30.28,7.74,2,0,51.36,CENTRAL HIGH SCHOOL,CENTRAL HIGH SCHOOL,1700 W. OLNEY AVE.,19141,NA,PHILADELPHIA,PA,2152765262,9,12,www.centralhigh.net,HIGH SCHOOL,2.25,0,8.25,3,2,25,24,1,0,0,96.55,0.94,36.66,0.66,73806.94845
6030,84.92,687.8,48.6,105,80.3,14.62,1.34,2.52,1.14,0,76.76,ROXBOROUGH HIGH SCHOOL,ROXBOROUGH HIGH SCHOOL,6498 RIDGE AVE.,19128,NA,PHILADELPHIA,PA,2154874464,9,12,www.philasd.org/schools/roxborough,HIGH SCHOOL,11.25,1.25,33.5,9,0.75,291.75,137.25,66.75,40.25,47.5,94.05,21.78,2.2,1.88,74007.10714
6040,94.2,547.6,1.4,14.4,62.82,22.8,1.34,11.7,1.34,0,64.38,W. B. SAUL HIGH SCHOOL,"SAUL, WALTER B. HIGH SCHOOL",7100 HENRY AVE.,19128,NA,PHILADELPHIA,PA,2154874467,9,12,www.philasd.org/schools/saul,CAREER AND TECHNICAL HIGH SCHL,2.25,0,3.5,2,0.25,47.5,37,7,1.75,1.75,94.6,9.16,6,0.58,74942.51724
6050,93.38,1072.4,6.2,31.6,64.6,9.06,16.66,8.82,0.88,0,64.1,PHILA HIGH SCHOOL FOR GIRLS,"GIRLS, PHILA HIGH SCHOOL FOR",1400 W. OLNEY AVE.,19141,NA,PHILADELPHIA,PA,2152765258,9,12,www.philasd.org/schools/girlshigh,HIGH SCHOOL,0.5,0.25,2.5,1.5,1,10.75,10.25,0,0.5,0,94.025,2.3,13.7,2.18,76859.63043
6060,81.48,1027.2,173.8,283.2,97.175,0.525,0.3,1.3,0.65,0,78.4,MARTIN L. KING HIGH SCHOOL,"KING, MARTIN LUTHER HIGH SCH.",6100 STENTON AVE.,19138,NA,PHILADELPHIA,PA,2152765253,9,12,www.philasd.org/schools/mlking,HIGH SCHOOL,9.5,1.5,23.5,9.75,3,558.5,223.25,119,75.5,140.75,92.7,27.38,0.82,2.3,65616.97727
6090,89.54,422.8,7.8,21.2,91.08,1.5,0.36,6.8,0.26,0,82.32,RANDOLPH TECHNICAL HIGH SCHOOL,RANDOLPH TECHNICAL HIGH SCHOOL,3101 HENRY AVE.,19129,NA,PHILADELPHIA,PA,2152274407,9,12,www.philasd.org/schools/randolph,CAREER AND TECHNICAL HIGH SCHL,1.5,0,5.5,2.25,0.75,104.75,72.25,21,7.75,3.75,94.625,13.1,1.32,1.06,71451.75
6100,93.24,284.2,25,29.8,96.56,0.64,0,2.22,0.58,0,77.4,LEEDS MIDDLE SCHOOL,"LEEDS, MORRIS E. MIDDLE SCHOOL",1100 E. MT. PLEASANT AVE.,19150,NA,PHILADELPHIA,PA,2152486602,7,8,www.philasd.org/schools/leeds,MIDDLE SCHOOL,0.75,0.25,11.5,0.5,0,79.5,46.25,16,9.25,8,96.725,24.54,1.82,0.28,68327.35714
6200,95.68,497.4,75.2,73.6,95.18,0.62,0.24,2.2,1.78,0,77.74,ANNA B. DAY SCHOOL,"DAY, ANNA B. SCHOOL",6324 CRITTENDEN ST.,19138,NA,PHILADELPHIA,PA,2152765250,0,8,www.philasd.org/schools/day,ELEMENTARY SCHOOL,0,0,3,2,0.25,20.25,16.25,3.5,0.5,0,95.95,15.12,3.72,0.84,76157.6087
6210,96.44,581.6,70.2,45.6,97.52,0.16,0.16,1.08,1.14,0,74.12,FRANKLIN S. EDMONDS SCHOOL,"EDMONDS, FRANKLIN S. SCHOOL",8025 THOURON AVE.,19150,NA,PHILADELPHIA,PA,2152765261,0,6,www.philasd.org/schools/edmonds,ELEMENTARY SCHOOL,0.25,0.25,8,1.25,0.25,27.5,20,6,1,0.5,96.6,16.34,2.6,0.52,78229.57143
6220,93.52,587.6,95.4,59,94.78,0.68,0.3,2.3,1.88,0,86.92,ELEANOR C. EMLEN SCHOOL,"EMLEN, ELEANOR C. SCHOOL",6501 CHEW AVE.,19119,NA,PHILADELPHIA,PA,2159514010,0,6,www.philasd.org/schools/emlen,ELEMENTARY SCHOOL,0,0.25,5.5,1.75,0,28,17.25,5.25,2.25,3.25,93.7,13.18,0.94,0.34,74276.34615
6230,94.88,320,6.8,22.6,96.9,0.3,0.06,1.66,1.06,0,79.46,FITLER ACADEMICS PLUS,FITLER ACADEMICS PLUS,140 W. SEYMOUR ST.,19144,NA,PHILADELPHIA,PA,2159514009,1,8,www.philasd.org/schools/fitler,ELEMENTARY SCHOOL,0,0.25,5.5,1.5,0.25,38,29.75,3.25,3,2,91.725,8.2,6.74,0,65197.78571
6250,95.04,463.4,26.6,29.6,78.46,13.82,0.8,2.3,4.7,0,64.04,CHARLES W HENRY SCHOOL,"HENRY, CHARLES W. SCHOOL",601 CARPENTER LN.,19119,NA,PHILADELPHIA,PA,2159514006,0,8,www.philasd.org/schools/henry,ELEMENTARY SCHOOL,0,0.25,7.5,1.25,0.25,40.25,25.25,9.75,2.5,2.75,93.5,14.08,15.94,0.04,72297.27273
6260,94.06,484.6,39.2,28.4,89.9,2.6,0.44,2.56,4.46,0,68.74,HENRY H. HOUSTON SCHOOL,"HOUSTON, HENRY H. SCHOOL",7300 RURAL LN.,19119,NA,PHILADELPHIA,PA,2152486608,0,8,www.philasd.org/schools/houston,ELEMENTARY SCHOOL,0.5,0.25,10.25,2.5,1,62.5,42,13,3.5,4,92.95,19.74,7.94,0.44,66553.45455
6270,96.5,481.6,28.8,21.8,82.8,8.06,1.74,2.3,5.12,0,53.2,JOHN STORY JENKS SCHOOL,"JENKS, JOHN S. SCHOOL",8301 GERMANTOWN AVE.,19118,NA,PHILADELPHIA,PA,2152486604,0,8,www.philasd.org/schools/jsjenks,ELEMENTARY SCHOOL,0,0,0.75,0.75,0.25,8.25,7,1,0.25,0,96.325,12.92,8.5,0.16,71141.77273
